user_id,date_account_created,timestamp_first_active,date_first_booking,gender,age,signup_method,signup_flow,language,affiliate_channel,affiliate_provider,first_affiliate_tracked,signup_app,first_device_type,first_browser,country_destination,action,action_type,action_detail,device_type,secs_elapsed,day_account_created,year_account_created,month_account_created,dayofweek_account_created,month_name_account_created,dayofyear_account_created
qtsickxnzx,2014-06-10,20140610052705,2014-06-11,FEMALE,38.0,basic,0,en,sem-brand,google,omg,Web,Windows Desktop,Chrome,US,similar_listings,data,similar_listings,Windows Desktop,0.0,Tuesday,2014,6,1,June,161
kvaear06xh,2014-01-23,20140123233640,UNKNOWN,-unknown-,44.0,basic,0,en,sem-brand,google,linked,Web,iPad,Mobile Safari,NDF,lookup,UNKNOWN,UNKNOWN,iPad Tablet,1502.0,Thursday,2014,1,3,January,23
g5nzu22ygx,2014-06-20,20140620043242,2014-06-20,OTHER,25.0,facebook,0,en,direct,direct,untracked,Web,Windows Desktop,Firefox,NL,impressions,view,p4,Windows Desktop,5527.0,Friday,2014,6,4,June,171
sxyadz96yq,2014-06-02,20140602221400,2015-02-14,MALE,25.0,basic,0,en,direct,direct,linked,Web,Windows Desktop,Maxthon,other,similar_listings,data,similar_listings,Windows Desktop,78.0,Monday,2014,6,0,June,153
3t44mqsdoy,2014-04-21,20140421191211,UNKNOWN,-unknown-,44.0,basic,0,en,direct,direct,untracked,Web,Windows Desktop,IE,NDF,search_results,click,view_search_results,Windows Desktop,12478.0,Monday,2014,4,0,April,111
cqtljznaoq,2014-02-23,20140223055035,2014-02-26,FEMALE,32.0,basic,0,en,seo,yahoo,linked,Web,Windows Desktop,Chrome,US,similar_listings,data,similar_listings,Windows Desktop,141576.0,Sunday,2014,2,6,February,54
z3mgcgzfun,2014-06-03,20140603180012,2014-06-05,FEMALE,35.0,basic,0,en,direct,direct,untracked,Web,Windows Desktop,Firefox,US,track_page_view,UNKNOWN,UNKNOWN,Windows Desktop,693.0,Tuesday,2014,6,1,June,154
ihw9r4fp21,2014-06-10,20140610124409,2015-02-15,FEMALE,23.0,facebook,25,en,direct,direct,untracked,iOS,iPhone,-unknown-,US,show,view,p3,iPhone,138.0,Tuesday,2014,6,1,June,161
p05xnhy6bm,2014-06-14,20140614084957,2014-06-27,MALE,49.0,basic,0,zh,sem-brand,bing,omg,Web,Windows Desktop,Chrome,FR,show,view,p3,Windows Desktop,0.0,Saturday,2014,6,5,June,165
bxsbxylagr,2014-04-03,20140403192154,UNKNOWN,-unknown-,59.0,basic,0,en,direct,direct,omg,Web,Mac Desktop,Chrome,NDF,show,UNKNOWN,UNKNOWN,Mac Desktop,0.0,Thursday,2014,4,3,April,93
hj3ko9isnt,2014-06-29,20140629231754,2014-07-03,FEMALE,23.0,basic,0,en,direct,direct,untracked,Web,Mac Desktop,Safari,US,index,view,view_search_results,Mac Desktop,110.0,Sunday,2014,6,6,June,180
wip32v0l56,2014-05-19,20140519163824,UNKNOWN,-unknown-,44.0,basic,0,en,direct,direct,untracked,Web,Windows Desktop,Chrome,NDF,show,view,p3,Windows Desktop,6.0,Monday,2014,5,0,May,139
fx3p83g73m,2014-05-17,20140517171122,2014-06-20,FEMALE,67.0,facebook,0,en,sem-brand,google,omg,Web,iPad,Mobile Safari,US,search_results,click,view_search_results,iPad Tablet,4590.0,Saturday,2014,5,5,May,137
quw0f054js,2014-01-23,20140123002510,UNKNOWN,-unknown-,44.0,basic,0,en,direct,direct,linked,Web,Mac Desktop,Safari,NDF,identity,-unknown-,-unknown-,Mac Desktop,1517.0,Thursday,2014,1,3,January,23
gnjc8rgrbh,2014-04-10,20140410215920,UNKNOWN,-unknown-,44.0,basic,0,en,direct,direct,linked,Web,iPad,Mobile Safari,NDF,recommended_listings,-unknown-,-unknown-,iPad Tablet,704.0,Thursday,2014,4,3,April,100
akgeg12k8z,2014-04-26,20140426115327,UNKNOWN,-unknown-,44.0,basic,25,en,direct,direct,untracked,iOS,iPhone,-unknown-,NDF,active,-unknown-,-unknown-,iPhone,364.0,Saturday,2014,4,5,April,116
6olxmy26um,2014-02-26,20140226033246,UNKNOWN,-unknown-,44.0,basic,0,en,sem-non-brand,bing,omg,Web,Windows Desktop,Chrome,NDF,search_results,click,view_search_results,Windows Desktop,6471.0,Wednesday,2014,2,2,February,57
4cw92wke1o,2014-06-30,20140630053155,2014-08-21,MALE,26.0,basic,0,en,direct,direct,untracked,Web,Mac Desktop,Safari,US,personalize,data,wishlist_content_update,Mac Desktop,1161.0,Monday,2014,6,0,June,181
p0yzqfmjba,2014-05-01,20140501205122,UNKNOWN,-unknown-,44.0,basic,0,en,sem-non-brand,google,omg,Web,iPad,Mobile Safari,NDF,ask_question,submit,contact_host,iPad Tablet,957.0,Thursday,2014,5,3,May,121
2b2xmvazh3,2014-04-08,20140408145423,UNKNOWN,FEMALE,27.0,facebook,12,en,direct,direct,untracked,iOS,iPhone,-unknown-,NDF,campaigns,UNKNOWN,UNKNOWN,iPhone,35746.0,Tuesday,2014,4,1,April,98
n4s6g3grzf,2014-05-07,20140507012145,UNKNOWN,-unknown-,44.0,basic,0,en,sem-non-brand,google,omg,Web,Mac Desktop,Chrome,NDF,personalize,data,wishlist_content_update,Mac Desktop,1209.0,Wednesday,2014,5,2,May,127
ajofajqydt,2014-02-16,20140216214043,2014-02-16,MALE,47.0,basic,0,en,direct,direct,omg,Web,Mac Desktop,Safari,US,update,submit,update_user_profile,Mac Desktop,936.0,Sunday,2014,2,6,February,47
ijwon5ovb5,2014-03-06,20140306063056,2014-08-19,FEMALE,44.0,facebook,12,en,api,other,untracked,Moweb,Windows Desktop,Chrome,US,show,view,p3,-unknown-,2213.0,Thursday,2014,3,3,March,65
0hvtys0b41,2014-03-19,20140319054122,UNKNOWN,-unknown-,23.0,basic,12,en,api,other,untracked,Android,Other/Unknown,-unknown-,NDF,payment_methods,-unknown-,-unknown-,Android App Unknown Phone/Tablet,116629.0,Wednesday,2014,3,2,March,78
w4u3yc4y5f,2014-06-04,20140604040640,UNKNOWN,-unknown-,44.0,basic,0,en,sem-brand,bing,untracked,Web,Mac Desktop,Safari,NDF,similar_listings,data,similar_listings,Mac Desktop,21.0,Wednesday,2014,6,2,June,155
jij551354c,2014-05-12,20140512191106,2014-05-20,-unknown-,44.0,basic,0,en,direct,direct,linked,Web,Windows Desktop,IE,GB,show,UNKNOWN,UNKNOWN,Windows Desktop,53.0,Monday,2014,5,0,May,132
0cbodtnodk,2014-03-10,20140310054931,2014-03-23,FEMALE,21.0,basic,0,en,direct,direct,untracked,Web,Mac Desktop,Safari,US,show,view,p3,Mac Desktop,421.0,Monday,2014,3,0,March,69
kx6mq9jyuc,2014-06-25,20140625230722,UNKNOWN,OTHER,31.0,basic,0,en,direct,direct,omg,Web,Mac Desktop,Safari,NDF,index,view,view_search_results,Mac Desktop,1052.0,Wednesday,2014,6,2,June,176
zrb4crwdiq,2014-02-27,20140227202017,UNKNOWN,MALE,25.0,facebook,12,en,api,other,untracked,Android,Other/Unknown,-unknown-,NDF,index,-unknown-,-unknown-,Android App Unknown Phone/Tablet,2210.0,Thursday,2014,2,3,February,58
ztpj9r0o47,2014-03-20,20140320202609,2014-03-23,FEMALE,43.0,basic,0,en,sem-brand,google,omg,Web,Windows Desktop,Chrome,US,search_results,click,view_search_results,Windows Desktop,98706.0,Thursday,2014,3,3,March,79
qd99mi2fqs,2014-06-24,20140624201711,2014-06-25,FEMALE,39.0,basic,0,en,sem-brand,google,omg,Web,Mac Desktop,Safari,US,index,view,view_search_results,Mac Desktop,882.0,Tuesday,2014,6,1,June,175
7s9gxq5nr0,2014-05-27,20140527195623,2014-05-27,MALE,34.0,facebook,0,en,direct,direct,linked,Web,Mac Desktop,Safari,US,index,view,view_search_results,Mac Desktop,76491.0,Tuesday,2014,5,1,May,147
6p1ycbns60,2014-05-19,20140519202449,2014-06-03,MALE,38.0,basic,0,en,direct,direct,omg,Web,Mac Desktop,Safari,US,index,view,view_search_results,Mac Desktop,8909.0,Monday,2014,5,0,May,139
cgkohn898r,2014-05-27,20140527200222,UNKNOWN,-unknown-,44.0,basic,0,en,seo,google,linked,Web,iPad,Mobile Safari,NDF,similar_listings,data,similar_listings,iPad Tablet,1240.0,Tuesday,2014,5,1,May,147
51kvyzzl7j,2014-05-13,20140513044201,UNKNOWN,-unknown-,44.0,basic,0,en,direct,direct,linked,Web,Mac Desktop,Safari,NDF,index,view,view_search_results,Mac Desktop,1453.0,Tuesday,2014,5,1,May,133
tif99iqlt3,2014-03-07,20140307050726,2014-03-10,FEMALE,34.0,basic,23,en,direct,direct,untracked,Android,Other/Unknown,-unknown-,US,ajax_refresh_subtotal,click,change_trip_characteristics,Windows Desktop,2309.0,Friday,2014,3,4,March,66
pivl5fa2k7,2014-04-16,20140416165057,UNKNOWN,MALE,17.0,facebook,12,zh,direct,direct,untracked,iOS,iPhone,-unknown-,NDF,create,-unknown-,-unknown-,iPhone,7455.0,Wednesday,2014,4,2,April,106
lxbkcicknb,2014-06-05,20140605042127,UNKNOWN,FEMALE,34.0,facebook,0,en,sem-brand,google,omg,Web,Windows Desktop,IE,NDF,search_results,click,view_search_results,Windows Desktop,1899.0,Thursday,2014,6,3,June,156
dj0np1lmr3,2014-01-07,20140107060141,UNKNOWN,FEMALE,27.0,facebook,0,zh,content,google,omg,Web,Windows Desktop,Chrome,NDF,lookup,UNKNOWN,UNKNOWN,Windows Desktop,925.0,Tuesday,2014,1,1,January,7
0j4edyipww,2014-04-07,20140407204314,2014-10-15,FEMALE,29.0,basic,24,en,direct,direct,linked,Moweb,iPhone,Mobile Safari,US,active,-unknown-,-unknown-,iPhone,83.0,Monday,2014,4,0,April,97
9g0ethe1ch,2014-06-30,20140630050255,UNKNOWN,FEMALE,25.0,facebook,0,en,sem-brand,google,untracked,Web,Mac Desktop,Safari,NDF,personalize,data,wishlist_content_update,Mac Desktop,850.0,Monday,2014,6,0,June,181
a6zlxq976l,2014-06-07,20140607211259,UNKNOWN,FEMALE,34.0,facebook,25,en,direct,direct,untracked,iOS,iPhone,-unknown-,NDF,show,view,p3,iPhone,35.0,Saturday,2014,6,5,June,158
4s4i861kke,2014-03-02,20140302025332,UNKNOWN,-unknown-,44.0,basic,0,en,direct,direct,linked,Web,Windows Desktop,Chrome,NDF,show,view,p3,Windows Desktop,70412.0,Sunday,2014,3,6,March,61
vaqvh7l4iy,2014-03-04,20140304062250,UNKNOWN,-unknown-,44.0,basic,0,en,sem-non-brand,google,omg,Web,Mac Desktop,Chrome,NDF,search_results,click,view_search_results,Mac Desktop,2143.0,Tuesday,2014,3,1,March,63
lc9iu7nmnh,2014-01-04,20140104223243,UNKNOWN,FEMALE,35.0,basic,0,en,direct,direct,untracked,Web,Mac Desktop,Safari,NDF,index,view,view_search_results,Mac Desktop,33800.0,Saturday,2014,1,5,January,4
o9ogbl81ot,2014-05-13,20140513143643,2014-05-14,-unknown-,35.0,basic,0,en,direct,direct,untracked,Web,Windows Desktop,Chrome,ES,ajax_lwlb_contact,click,contact_host,Windows Desktop,27647.0,Tuesday,2014,5,1,May,133
5sl5x7xh2g,2014-04-29,20140429042542,UNKNOWN,-unknown-,44.0,basic,24,en,sem-brand,google,omg,Moweb,Android Phone,Chrome Mobile,NDF,create,submit,signup,-unknown-,9877.0,Tuesday,2014,4,1,April,119
rxbko095pc,2014-02-24,20140224193926,UNKNOWN,-unknown-,44.0,basic,0,en,direct,direct,untracked,Web,Mac Desktop,Safari,NDF,create,submit,create_user,Mac Desktop,9877.0,Monday,2014,2,0,February,55
22j0ewo7rr,2014-05-15,20140515002643,UNKNOWN,-unknown-,44.0,basic,25,en,direct,direct,untracked,iOS,iPhone,-unknown-,NDF,reviews,data,listing_reviews,iPhone,83.0,Thursday,2014,5,3,May,135
xp1jkzjjon,2014-06-28,20140628001950,UNKNOWN,-unknown-,44.0,basic,0,en,direct,direct,untracked,Web,Android Phone,Android Browser,NDF,show,view,p3,-unknown-,48721.0,Saturday,2014,6,5,June,179
6q8kkonoum,2014-01-20,20140120190204,UNKNOWN,-unknown-,44.0,basic,0,en,direct,direct,untracked,Web,Mac Desktop,Chrome,NDF,ajax_refresh_subtotal,click,change_trip_characteristics,Mac Desktop,4233.0,Monday,2014,1,0,January,20
ef5okqwi2f,2014-01-24,20140124043004,2014-04-14,FEMALE,44.0,facebook,0,en,sem-brand,google,omg,Web,Windows Desktop,Chrome,FR,show,UNKNOWN,UNKNOWN,Windows Desktop,13.0,Friday,2014,1,4,January,24
t9z678bsrg,2014-01-31,20140131214818,2014-02-02,FEMALE,23.0,facebook,0,en,direct,direct,linked,Web,Mac Desktop,Safari,US,search_results,click,view_search_results,Mac Desktop,1129.0,Friday,2014,1,4,January,31
q5s5uocpbv,2014-06-23,20140623191623,UNKNOWN,-unknown-,44.0,basic,25,en,direct,direct,untracked,iOS,Mac Desktop,Firefox,NDF,reviews,data,listing_reviews,iPhone,5404.0,Monday,2014,6,0,June,174
g7eet5wf3y,2014-04-02,20140402203406,UNKNOWN,-unknown-,36.0,basic,0,en,direct,direct,untracked,Web,Other/Unknown,-unknown-,NDF,personalize,data,wishlist_content_update,Windows Desktop,667.0,Wednesday,2014,4,2,April,92
0ves4vwzpr,2014-06-28,20140628171851,2014-06-29,-unknown-,44.0,basic,0,en,direct,direct,linked,Web,Mac Desktop,Safari,FR,my,view,user_wishlists,Mac Desktop,13384.0,Saturday,2014,6,5,June,179
kpkx1mjksx,2014-05-11,20140511211358,2014-05-11,-unknown-,44.0,basic,0,en,sem-non-brand,google,omg,Web,iPad,Mobile Safari,US,similar_listings,data,similar_listings,iPad Tablet,47648.0,Sunday,2014,5,6,May,131
srlgyj5izn,2014-05-11,20140511182029,2014-05-24,MALE,24.0,basic,0,en,other,padmapper,omg,Web,Windows Desktop,Chrome,US,similar_listings,data,similar_listings,Windows Desktop,66.0,Sunday,2014,5,6,May,131
35msxz4g0r,2014-02-23,20140223192205,2014-02-24,MALE,28.0,facebook,0,en,direct,direct,untracked,Web,Windows Desktop,Chrome,US,lookup,UNKNOWN,UNKNOWN,Windows Desktop,561.0,Sunday,2014,2,6,February,54
chks5coy1u,2014-04-09,20140409082236,2014-04-09,FEMALE,31.0,basic,0,zh,direct,direct,product,Web,Windows Desktop,Firefox,US,show,view,p1,Windows Desktop,476.0,Wednesday,2014,4,2,April,99
6harmzvkr1,2014-05-03,20140503011344,UNKNOWN,FEMALE,34.0,basic,0,en,direct,direct,linked,Web,Mac Desktop,Chrome,NDF,show,view,p3,Mac Desktop,238.0,Saturday,2014,5,5,May,123
m43inqdsmm,2014-03-04,20140304042907,UNKNOWN,-unknown-,44.0,basic,0,en,direct,direct,untracked,Web,Windows Desktop,IE,NDF,header_userpic,data,header_userpic,Windows Desktop,6123.0,Tuesday,2014,3,1,March,63
02fijefank,2014-03-06,20140306223852,UNKNOWN,FEMALE,27.0,facebook,0,en,direct,direct,untracked,Web,Mac Desktop,Firefox,NDF,ajax_refresh_subtotal,click,change_trip_characteristics,Mac Desktop,20.0,Thursday,2014,3,3,March,65
aophlnjulu,2014-01-05,20140105213655,UNKNOWN,-unknown-,44.0,basic,25,en,direct,direct,untracked,iOS,iPhone,-unknown-,NDF,index,-unknown-,-unknown-,iPhone,582.0,Sunday,2014,1,6,January,5
p3dlt47h8s,2014-05-10,20140510074439,2014-09-28,FEMALE,25.0,basic,0,en,sem-brand,google,untracked,Web,iPad,Mobile Safari,US,track_page_view,UNKNOWN,UNKNOWN,iPad Tablet,140.0,Saturday,2014,5,5,May,130
1lfxisgzq4,2014-02-10,20140210205019,2014-02-11,FEMALE,31.0,facebook,0,en,direct,direct,untracked,Web,Windows Desktop,Chrome,US,search_results,click,view_search_results,Windows Desktop,736.0,Monday,2014,2,0,February,41
mdbt6nkins,2014-06-21,20140621141212,2014-06-26,FEMALE,26.0,facebook,0,en,sem-brand,google,omg,Web,iPad,Mobile Safari,US,show,UNKNOWN,UNKNOWN,iPad Tablet,39295.0,Saturday,2014,6,5,June,172
wyv1imf8qw,2014-04-19,20140419233604,UNKNOWN,-unknown-,44.0,basic,0,en,sem-brand,google,omg,Web,Windows Desktop,IE,NDF,index,view,view_search_results,Windows Desktop,490.0,Saturday,2014,4,5,April,109
xwyz8u1it4,2014-03-22,20140322193654,2014-03-22,FEMALE,32.0,basic,25,en,direct,direct,untracked,iOS,iPhone,-unknown-,US,listings,view,user_listings,iPhone,1052.0,Saturday,2014,3,5,March,81
ke3jw3u36z,2014-05-07,20140507142735,UNKNOWN,MALE,21.0,facebook,0,en,direct,direct,linked,Web,Windows Desktop,Chrome,NDF,show,UNKNOWN,UNKNOWN,Windows Desktop,148.0,Wednesday,2014,5,2,May,127
rh9xwc1z35,2014-06-06,20140606134906,UNKNOWN,-unknown-,44.0,basic,0,en,direct,direct,untracked,Web,Windows Desktop,IE,NDF,search_results,click,view_search_results,Windows Desktop,4859.0,Friday,2014,6,4,June,157
